elapsed_s,kbps,pps
2.1,871726.0,446581.0
4.1,823.4,421.8
8.1,828.0,424.2
12.1,825.4,422.8
16.1,825.7,423.0
18.1,827.5,423.9
20.1,829.7,425.1
24.1,825.8,423.0
28.1,826.8,423.6
32.1,826.3,423.3
36.1,827.7,424.0
40.1,828.1,424.2
44.1,823.9,422.1
48.1,825.6,422.9
52.1,824.7,422.5
56.1,829.5,425.0
60.1,826.5,423.4
64.1,819.6,419.9
66.1,824.6,422.4
68.1,833.7,427.1
72.1,823.2,421.7
76.1,829.6,425.0
80.1,830.3,425.3
84.1,829.5,424.9
86.1,827.7,424.0
90.1,829.0,424.7
92.1,834.8,427.7
96.1,823.4,421.8
100.1,826.1,423.2
104.1,827.6,424.0
108.1,830.3,425.4
112.1,824.2,422.2
116.1,830.9,425.7
120.1,826.4,423.4
124.1,826.9,423.6
128.1,829.1,424.7
132.1,819.2,419.7
136.1,826.1,423.2
140.1,822.1,421.1
144.1,828.8,424.6
148.1,828.7,424.5
152.1,822.1,421.1
156.1,825.8,423.0
160.1,829.6,425.0
164.1,829.2,424.8
168.1,821.7,421.0
172.1,824.5,422.4
176.1,828.2,424.3
180.1,818.6,419.4
184.1,824.1,422.2
188.1,826.0,423.2
192.1,820.4,420.3
196.1,828.1,424.3
200.1,829.5,424.9
204.1,808.4,414.1
208.1,814.7,417.4
212.1,820.9,420.5
216.1,822.5,421.4
220.1,818.0,419.0
224.1,823.3,421.8
226.1,824.0,422.1
230.1,822.5,421.4
234.1,820.8,420.5
236.1,833.8,427.1
238.1,832.5,426.5
242.1,824.7,422.5
246.1,828.6,424.5
250.1,828.9,424.6
254.1,824.0,422.1
258.1,822.0,421.1
262.1,828.4,424.4
266.1,820.8,420.5
270.1,829.1,424.7
274.1,831.1,425.8
278.1,823.0,421.6
282.1,827.8,424.1
286.1,826.7,423.5
290.1,827.7,424.0
294.1,827.1,423.7
298.1,828.3,424.3
302.1,827.1,423.7
306.1,832.2,426.3
310.1,827.7,424.0
314.1,825.1,422.7
318.1,822.1,421.2
322.1,820.9,420.5
326.1,820.0,420.1
330.1,819.6,419.9
332.1,829.3,424.8
334.1,829.5,425.0
338.1,829.1,424.7
342.1,814.7,417.3
346.1,815.6,417.8
350.1,819.5,419.8
354.1,799.6,409.6
358.1,816.4,418.2
362.1,820.1,420.1
364.1,823.8,422.0
368.1,829.1,424.7
372.1,817.9,419.0
374.1,826.6,423.5
378.1,826.5,423.4
382.1,823.1,421.7
386.1,827.8,424.1
390.1,827.6,424.0
394.1,824.1,422.2
398.1,824.5,422.4
402.1,824.9,422.6
406.1,830.2,425.3
410.1,822.6,421.4
414.1,826.4,423.4
416.1,826.1,423.2
420.1,828.5,424.4
424.1,828.5,424.4
426.1,822.9,421.6
430.1,829.7,425.0
434.1,823.8,422.0
438.1,828.1,424.2
442.1,825.5,422.9
446.1,822.6,421.4
450.1,829.0,424.7
454.1,826.5,423.4
458.1,824.5,422.4
462.1,825.1,422.7
466.1,830.3,425.4
470.1,827.8,424.1
474.1,828.4,424.4
478.1,823.9,422.1
482.1,827.4,423.9
486.1,822.2,421.2
488.1,814.6,417.3
490.1,830.3,425.4
494.1,818.3,419.2
498.1,824.9,422.6
502.1,826.0,423.2
506.1,823.0,421.6
510.1,827.8,424.1
514.1,826.5,423.4
518.1,824.9,422.6
522.1,828.6,424.5
526.1,818.2,419.2
530.1,814.8,417.4
534.1,822.3,421.3
538.1,815.7,417.9
542.1,829.0,424.7
546.1,828.9,424.6
550.1,824.9,422.6
554.1,825.7,423.0
558.1,824.4,422.3
562.1,826.4,423.4
566.1,822.0,421.1
570.1,823.0,421.6
574.1,825.3,422.8
578.1,822.3,421.3
582.1,827.5,423.9
586.1,829.4,424.9
590.1,825.8,423.1
594.1,828.5,424.4
598.1,830.1,425.3
602.1,825.3,422.8
606.1,830.7,425.6
610.1,829.0,424.7
614.1,826.9,423.6
618.1,819.2,419.7
620.1,832.5,426.5
622.1,832.6,426.5
626.1,831.1,425.7
630.1,822.7,421.4
634.1,829.5,425.0
638.1,831.3,425.9
642.1,827.5,423.9
646.1,826.4,423.4
650.1,829.8,425.1
654.1,824.1,422.2
658.1,830.8,425.6
662.1,825.3,422.8
666.1,830.0,425.2
670.1,827.9,424.1
674.1,828.0,424.2
678.1,825.6,422.9
682.1,824.8,422.6
686.1,829.6,425.0
690.1,831.3,425.9
694.1,825.8,423.1
698.1,821.1,420.6
702.1,828.7,424.5
706.1,827.8,424.1
710.1,830.9,425.6
714.1,823.2,421.7
718.1,824.4,422.3
722.1,826.8,423.6
726.1,827.6,424.0
730.1,825.8,423.0
734.1,824.8,422.5
738.1,830.0,425.2
742.1,830.2,425.3
746.1,823.8,422.0
750.1,825.6,422.9
754.1,824.3,422.3
758.1,826.8,423.5
762.1,828.6,424.5
766.1,828.4,424.4
770.1,828.2,424.3
772.1,826.3,423.3
776.1,828.1,424.3
780.1,827.5,423.9
784.1,830.6,425.5
788.1,832.7,426.6
790.1,829.7,425.0
794.1,819.6,419.9
796.1,829.9,425.2
800.1,823.1,421.7
804.1,828.1,424.2
808.1,827.4,423.9
812.1,827.0,423.7
816.1,831.8,426.1
820.1,819.5,419.8
824.1,832.3,426.4
828.1,828.8,424.6
832.1,830.7,425.6
834.1,829.9,425.2
836.1,832.2,426.3
840.1,827.8,424.1
844.1,830.9,425.7
848.1,829.5,424.9
850.1,833.5,427.0
852.1,818.2,419.2
856.1,831.7,426.1
860.1,831.3,425.9
864.1,829.0,424.7
868.1,831.1,425.7
870.1,829.4,424.9
872.1,832.9,426.7
876.1,826.6,423.5
880.1,825.7,423.0
884.1,829.6,425.0
888.1,830.5,425.4
892.1,829.5,425.0
896.1,824.5,422.4
900.1,825.4,422.9
904.1,827.0,423.7
908.1,825.0,422.7
910.1,832.2,426.3
912.1,825.9,423.1
916.1,831.3,425.9
920.1,830.3,425.3
924.1,831.8,426.1
928.1,829.6,425.0
932.1,830.1,425.3
936.1,829.5,425.0
940.1,833.4,426.9
944.1,827.9,424.1
948.1,821.7,421.0
952.1,828.7,424.5
956.1,830.8,425.6
960.1,828.9,424.6
964.1,828.0,424.2
966.1,819.9,420.0
970.1,830.4,425.4
974.1,824.0,422.1
976.1,825.6,423.0
980.1,824.5,422.4
984.1,828.4,424.4
988.1,829.8,425.1
992.1,829.2,424.8
996.1,826.3,423.3
1000.1,829.7,425.0
1004.1,831.6,426.0
1008.1,828.8,424.6
1012.1,831.6,426.0
1016.1,828.7,424.5
1018.1,831.5,426.0
1020.1,826.7,423.5
1024.1,832.3,426.4
1028.1,830.1,425.2
1032.1,829.8,425.1
1036.1,828.5,424.4
1040.1,827.0,423.7
1044.1,826.1,423.2
1048.1,831.2,425.8
1052.1,830.2,425.3
1056.1,830.3,425.4
1060.1,829.7,425.0
1064.1,832.1,426.3
1068.1,827.8,424.1
1072.1,823.8,422.0
1076.1,826.6,423.5
1080.1,828.3,424.4
1084.1,831.0,425.7
1088.1,828.1,424.2
1092.1,825.2,422.8
1096.1,831.8,426.1
1100.1,826.7,423.5
1102.1,833.3,426.9
1104.1,825.6,422.9
1108.1,831.0,425.7
1112.1,825.1,422.7
1114.1,834.3,427.4
1118.1,829.9,425.2
1120.1,829.2,424.8
1124.1,830.4,425.4
1128.1,830.4,425.4
1132.1,832.4,426.4
1136.1,829.9,425.2
1140.1,830.5,425.5
1144.1,826.8,423.6
1148.1,828.0,424.2
1152.1,824.1,422.2
1156.1,827.5,423.9
1158.1,827.1,423.7
1162.1,831.9,426.2
1164.1,821.3,420.7
1168.1,826.2,423.3
1172.1,827.8,424.1
1174.1,833.9,427.2
1176.1,830.6,425.5
1180.1,827.4,423.9
1184.1,826.6,423.5
1188.1,826.9,423.6
1192.1,827.0,423.7
1196.1,828.4,424.4
1200.1,829.2,424.8
1204.1,829.1,424.8
1208.1,833.7,427.1
1212.1,822.2,421.2
1216.1,826.9,423.6
1220.1,829.9,425.2
1224.1,825.7,423.0
1228.1,830.5,425.5
1232.1,829.6,425.0
1236.1,829.5,424.9
1240.1,827.3,423.8
1244.1,831.2,425.8
1248.1,832.6,426.6
1252.1,826.4,423.3
1254.1,826.1,423.2
1256.1,829.9,425.2
1260.1,824.6,422.5
1264.1,831.5,426.0
1268.1,829.9,425.1
1272.1,821.5,420.8
1276.1,829.1,424.7
