elapsed_s,kbps,pps
2.7,19.8,10.1
6.7,0.0,0.0
10.7,0.0,0.0
14.7,0.0,0.0
18.7,0.0,0.0
22.7,0.0,0.0
26.7,0.0,0.0
30.7,0.0,0.0
34.6,0.0,0.0
36.7,0.0,0.0
40.6,0.0,0.0
44.7,0.0,0.0
48.6,0.0,0.0
50.6,0.0,0.0
52.7,0.0,0.0
56.7,0.0,0.0
60.7,0.0,0.0
64.7,0.0,0.0
68.7,0.0,0.0
72.7,0.0,0.0
76.6,0.0,0.0
80.7,0.0,0.0
84.6,0.0,0.0
86.6,0.0,0.0
88.7,0.0,0.0
92.7,0.0,0.0
96.7,0.0,0.0
100.6,0.0,0.0
104.6,0.0,0.0
108.6,0.0,0.0
112.6,0.0,0.0
116.6,0.0,0.0
120.6,0.0,0.0
124.7,0.0,0.0
128.7,0.0,0.0
132.6,0.0,0.0
136.7,0.0,0.0
140.6,0.0,0.0
144.6,0.0,0.0
148.7,0.0,0.0
152.7,0.0,0.0
156.6,0.0,0.0
160.6,0.0,0.0
164.6,0.0,0.0
168.6,0.0,0.0
172.6,0.0,0.0
176.6,0.0,0.0
178.6,0.0,0.0
180.7,0.0,0.0
184.6,0.0,0.0
186.6,0.0,0.0
188.7,0.0,0.0
192.7,0.0,0.0
194.7,0.0,0.0
198.7,0.0,0.0
202.7,0.0,0.0
206.7,0.0,0.0
210.7,0.0,0.0
214.7,0.0,0.0
