elapsed_s,kbps,pps
2.1,1046.9,536.3
4.1,1034.2,529.8
8.1,1031.4,528.4
12.1,1022.9,524.0
16.1,1024.2,524.7
20.1,1033.2,529.3
24.1,1025.2,525.2
28.1,335.3,171.8
32.1,290.9,149.0
36.1,1031.9,528.7
40.1,1023.3,524.3
44.1,1025.4,525.3
48.1,1036.5,531.0
52.1,1018.2,521.6
54.1,1035.3,530.4
58.1,1022.6,523.9
60.1,1015.9,520.4
64.1,1027.8,526.5
68.1,1034.5,530.0
70.1,1025.6,525.4
72.1,1039.3,532.5
76.1,1029.7,527.5
80.1,1027.8,526.5
84.1,1024.8,525.0
88.1,1022.3,523.7
90.1,1033.5,529.4
92.1,1029.6,527.5
96.1,1024.8,525.0
100.1,1033.6,529.5
104.1,1033.7,529.6
106.1,1021.8,523.5
110.1,1033.6,529.5
112.1,1025.4,525.3
116.1,1029.6,527.5
120.1,1030.8,528.1
124.1,1034.5,530.0
126.1,1039.2,532.4
130.1,1031.8,528.6
132.1,463.8,237.6
136.1,0.0,0.0
140.1,894.5,458.3
142.1,1032.6,529.0
144.1,1027.8,526.5
148.1,1029.6,527.5
152.1,1029.0,527.1
156.1,1029.9,527.6
160.1,1033.5,529.5
164.1,1030.3,527.8
168.1,1036.3,530.9
172.1,1013.5,519.2
174.1,1031.1,528.2
178.1,1032.4,528.9
182.1,1022.6,523.9
184.1,1019.6,522.3
188.1,1034.5,530.0
192.1,1025.9,525.5
196.1,1016.9,520.9
