elapsed_s,kbps,pps
2.7,1028.2,526.7
4.8,1033.9,529.6
8.8,1032.8,529.1
12.8,1008.8,516.8
16.8,1025.4,525.3
20.7,122.7,62.8
24.8,500.6,256.5
28.8,1030.8,528.1
32.7,1028.2,526.8
34.7,1025.7,525.4
36.7,1023.0,524.1
40.7,1020.1,522.6
42.7,1023.5,524.4
44.8,1023.7,524.5
48.7,1026.4,525.8
50.7,1031.5,528.4
52.7,1015.8,520.4
54.7,1032.7,529.1
56.7,1030.5,527.9
60.8,1025.2,525.2
64.7,1021.1,523.1
68.7,1027.1,526.2
72.7,1014.8,519.9
76.7,1013.1,519.0
80.7,1028.0,526.6
84.8,115.0,58.9
88.8,0.0,0.0
92.7,0.0,0.0
96.7,0.0,0.0
100.7,0.0,0.0
104.8,0.0,0.0
108.7,0.0,0.0
112.7,0.0,0.0
116.7,0.0,0.0
120.8,0.0,0.0
124.7,0.0,0.0
126.7,0.0,0.0
128.7,0.0,0.0
132.7,798.8,409.2
134.7,1031.5,528.4
