elapsed_s,kbps,pps
3.3,638.2,326.9
7.3,631.8,323.7
11.3,631.4,323.5
15.3,630.0,322.7
19.3,596.2,305.5
23.3,0.5,0.3
25.3,241.0,123.5
29.3,999.2,511.9
31.3,1025.0,525.1
35.3,1022.9,524.0
39.3,974.6,499.3
41.3,979.0,501.6
43.3,987.8,506.1
47.3,987.5,505.9
51.3,962.7,493.2
53.3,962.0,492.8
57.3,935.0,479.0
59.3,950.4,486.9
63.3,972.5,498.2
67.3,1007.2,516.0
71.3,1001.6,513.1
75.3,1001.0,512.8
79.3,631.4,323.4
83.3,629.3,322.4
87.3,632.1,323.8
91.3,631.7,323.6
95.3,630.5,323.0
99.3,631.5,323.5
103.3,631.7,323.6
107.3,631.4,323.5
109.3,632.5,324.0
113.3,631.9,323.7
115.3,627.4,321.4
119.3,627.2,321.3
123.3,632.4,324.0
127.3,632.1,323.8
131.3,630.3,322.9
133.3,630.1,322.8
135.3,633.9,324.7
139.3,630.5,323.0
141.3,630.1,322.8
143.3,632.9,324.2
147.3,630.1,322.8
151.3,631.8,323.7
155.3,630.8,323.1
159.3,630.5,323.0
163.3,623.7,319.5
167.3,626.3,320.9
171.3,628.6,322.0
175.3,629.1,322.3
179.3,629.3,322.4
183.3,626.4,320.9
185.3,628.2,321.8
187.3,624.4,319.9
191.3,629.0,322.3
195.3,628.7,322.1
199.3,628.8,322.1
203.3,631.8,323.7
207.3,630.5,323.0
211.3,628.0,321.7
215.3,628.7,322.1
219.3,626.0,320.7
223.3,627.4,321.4
227.3,624.3,319.8
231.3,621.1,318.2
235.3,626.9,321.1
239.3,624.9,320.1
243.3,625.9,320.7
247.3,623.9,319.6
251.3,627.7,321.6
255.3,620.6,317.9
259.3,628.7,322.1
263.3,628.7,322.1
267.3,629.0,322.3
271.3,627.6,321.5
275.3,631.9,323.7
277.3,631.8,323.7
281.3,630.8,323.2
283.3,631.0,323.2
287.3,630.9,323.2
291.3,628.8,322.1
295.3,631.0,323.3
299.3,629.7,322.6
303.3,630.8,323.1
307.3,629.1,322.3
309.3,630.5,323.0
313.3,632.1,323.8
315.3,627.0,321.2
319.3,628.1,321.8
323.3,631.1,323.3
327.3,631.6,323.6
331.3,627.4,321.4
333.3,631.9,323.7
335.3,630.2,322.8
339.3,631.5,323.5
343.3,632.2,323.9
347.3,626.3,320.9
351.3,627.6,321.5
355.3,621.0,318.1
359.3,629.4,322.4
361.3,626.7,321.1
363.3,627.8,321.6
367.3,622.4,318.8
371.3,626.7,321.1
375.3,628.2,321.8
379.3,631.5,323.5
383.3,631.4,323.4
387.3,628.9,322.2
391.3,627.0,321.2
395.3,623.3,319.3
399.3,630.6,323.1
403.3,630.0,322.7
407.3,626.1,320.7
411.3,631.2,323.4
415.3,629.6,322.5
419.3,630.3,322.9
423.3,629.9,322.7
427.3,629.8,322.6
431.3,632.3,323.9
435.3,618.8,317.0
439.3,626.4,320.9
443.3,621.1,318.2
447.3,614.2,314.6
451.3,606.2,310.6
455.3,602.5,308.7
459.3,620.6,317.9
463.3,621.0,318.2
467.3,628.3,321.9
469.3,630.4,322.9
473.3,631.3,323.4
475.3,629.8,322.6
479.3,627.5,321.5
483.3,624.8,320.1
487.3,633.5,324.6
491.3,629.3,322.4
495.3,628.3,321.9
499.3,630.4,323.0
501.3,631.5,323.5
503.3,629.5,322.5
507.3,627.5,321.5
511.3,622.1,318.7
515.3,623.7,319.5
519.3,628.6,322.0
523.3,629.6,322.5
527.3,629.3,322.4
531.3,632.5,324.0
535.3,630.5,323.0
539.3,631.4,323.5
543.3,632.4,324.0
547.3,628.3,321.9
551.3,628.2,321.8
555.3,628.4,321.9
559.3,631.0,323.3
563.3,630.6,323.1
567.3,631.4,323.5
569.3,630.4,323.0
573.3,625.1,320.2
577.3,631.5,323.5
579.3,630.9,323.2
583.3,630.1,322.8
587.3,631.9,323.7
591.3,629.7,322.6
595.3,630.3,322.9
599.3,627.9,321.7
603.3,628.5,322.0
605.3,632.2,323.9
607.3,629.8,322.7
611.3,627.5,321.4
615.3,627.8,321.6
619.3,630.3,322.9
623.3,631.4,323.4
627.3,629.8,322.6
631.3,627.1,321.2
635.3,630.4,322.9
637.3,629.3,322.4
639.3,628.5,322.0
643.3,631.9,323.7
647.3,630.9,323.2
651.3,630.4,322.9
655.3,627.9,321.7
659.3,631.8,323.7
663.3,628.7,322.1
667.3,630.9,323.2
671.3,631.3,323.4
675.3,629.7,322.6
679.3,631.6,323.6
683.3,629.7,322.6
687.3,631.5,323.5
691.3,629.7,322.6
695.3,628.2,321.8
699.3,631.8,323.7
703.3,630.7,323.1
707.3,631.0,323.2
711.3,629.8,322.6
715.3,629.2,322.3
719.3,631.8,323.7
723.3,628.8,322.2
727.3,633.4,324.5
731.3,631.5,323.5
735.3,630.1,322.8
739.3,631.5,323.5
743.3,627.2,321.3
747.3,629.5,322.5
751.3,628.0,321.7
755.3,631.4,323.5
759.3,631.9,323.7
763.3,630.0,322.7
767.3,629.9,322.7
771.3,629.7,322.6
775.3,629.1,322.3
779.3,629.0,322.2
783.3,629.9,322.7
787.3,630.7,323.1
791.3,631.2,323.4
795.3,631.7,323.6
799.3,629.3,322.4
803.3,631.8,323.6
807.3,629.4,322.4
811.3,627.1,321.3
815.3,631.3,323.4
819.3,629.0,322.3
823.3,629.4,322.4
827.3,630.3,322.9
829.3,629.4,322.4
831.3,631.7,323.6
835.3,631.2,323.4
839.3,629.9,322.7
843.3,631.7,323.6
845.3,628.8,322.1
847.3,629.3,322.4
851.3,627.9,321.7
855.3,630.3,322.9
857.3,628.9,322.2
859.3,633.2,324.4
863.3,630.8,323.1
867.3,631.0,323.3
871.3,628.2,321.8
873.3,629.7,322.6
875.3,630.9,323.2
879.3,631.0,323.3
883.3,631.7,323.6
887.3,629.8,322.7
891.3,631.6,323.6
895.3,629.6,322.6
899.3,631.0,323.3
903.3,630.9,323.2
907.3,631.5,323.5
911.3,629.2,322.3
915.3,628.6,322.0
917.3,631.0,323.3
921.3,630.7,323.1
925.3,628.7,322.1
927.3,630.4,323.0
931.3,630.0,322.8
935.3,629.2,322.4
939.3,630.9,323.2
943.3,628.9,322.2
947.3,630.1,322.8
951.3,631.0,323.2
955.3,630.9,323.2
959.3,629.6,322.6
963.3,631.5,323.5
967.3,630.3,322.9
971.3,631.8,323.7
975.3,631.0,323.2
979.3,629.9,322.7
983.3,629.9,322.7
985.3,628.9,322.2
989.3,629.9,322.7
991.3,633.3,324.5
995.3,629.0,322.3
999.3,625.9,320.7
1003.3,630.7,323.1
1007.3,630.5,323.0
1011.3,629.0,322.2
1015.3,629.6,322.5
1019.3,632.6,324.1
1023.3,631.8,323.7
1027.3,630.8,323.2
1031.3,631.0,323.2
1035.3,626.4,320.9
1039.3,630.1,322.8
1043.3,632.0,323.8
1047.3,629.6,322.6
1049.3,631.1,323.3
1051.3,628.8,322.1
1055.3,629.9,322.7
1059.3,629.6,322.6
1063.3,629.7,322.6
1067.3,628.7,322.1
1071.3,632.1,323.8
1075.3,630.9,323.2
1077.3,631.4,323.5
1079.3,629.6,322.5
1083.3,631.8,323.7
1087.3,631.1,323.3
1091.3,630.9,323.2
1093.3,630.3,322.9
1095.3,630.4,323.0
1099.3,630.5,323.0
1103.3,630.3,322.9
1107.3,630.7,323.1
1109.3,626.4,320.9
1113.3,623.3,319.3
1117.3,629.2,322.3
1119.3,629.4,322.4
1123.3,630.4,323.0
1127.3,632.3,323.9
1131.3,629.6,322.5
1133.3,632.3,323.9
1137.3,629.7,322.6
1139.3,629.1,322.3
1141.3,632.3,323.9
1143.3,631.2,323.3
1147.3,629.5,322.5
1151.3,628.9,322.2
1155.3,631.1,323.3
1157.3,627.8,321.6
1161.3,627.1,321.3
1165.3,627.9,321.7
1169.3,632.5,324.0
1173.3,629.3,322.4
1177.3,632.2,323.9
1179.3,632.3,323.9
1183.3,630.5,323.0
1187.3,632.0,323.7
1189.3,630.1,322.8
1193.3,630.9,323.2
1197.3,631.9,323.7
1201.3,629.4,322.4
1205.3,631.5,323.5
1207.3,630.8,323.1
1209.3,629.2,322.3
1213.3,625.5,320.4
1217.3,631.6,323.6
1221.3,627.3,321.4
1225.3,631.5,323.5
1229.3,627.9,321.6
1231.3,628.5,322.0
1233.3,629.7,322.6
1237.3,628.9,322.2
1239.3,635.3,325.5
1241.3,631.3,323.4
1245.3,626.4,320.9
1249.3,628.5,322.0
1253.3,628.5,322.0
1257.3,631.2,323.4
1261.3,626.7,321.0
1265.3,630.6,323.0
1267.3,628.6,322.0
1271.3,630.1,322.8
1273.3,629.5,322.5
1277.3,629.9,322.7
1281.3,626.9,321.1
1285.3,631.5,323.5
1289.3,629.9,322.7
1293.3,629.1,322.3
1297.3,631.2,323.4
1301.3,631.5,323.5
1305.3,628.4,321.9
1309.3,630.2,322.8
1313.3,630.7,323.1
1317.3,627.2,321.3
1321.3,630.9,323.2
1325.3,630.4,322.9
1327.3,626.5,320.9
1331.3,631.2,323.3
1333.3,631.3,323.4
1337.3,630.1,322.8
1341.3,627.1,321.3
1345.3,631.7,323.6
1349.3,627.8,321.6
1353.3,627.7,321.6
1357.3,631.8,323.7
1361.3,631.9,323.7
1365.3,630.1,322.8
1369.3,630.1,322.8
1373.3,629.8,322.6
1377.3,629.8,322.7
1381.3,630.0,322.7
1385.3,630.0,322.8
1389.3,631.1,323.3
1393.3,629.2,322.3
1397.3,630.1,322.8
1401.3,624.2,319.8
1405.3,627.9,321.7
1409.3,631.6,323.5
1413.3,629.5,322.5
1417.3,629.6,322.5
1421.3,630.3,322.9
1425.3,627.3,321.3
1429.3,627.9,321.7
1433.3,630.9,323.2
1437.3,630.7,323.1
1441.3,630.9,323.2
1445.3,630.7,323.1
1449.3,625.7,320.5
1453.3,633.7,324.6
1457.3,626.0,320.7
1461.3,630.3,322.9
1465.3,631.2,323.4
1469.3,629.8,322.6
1473.3,627.2,321.3
1475.3,630.5,323.0
1477.3,629.6,322.6
1481.3,628.9,322.2
1485.3,628.7,322.1
1487.3,631.7,323.6
1491.3,629.3,322.4
1493.3,629.6,322.6
1497.3,630.1,322.8
1501.3,630.7,323.1
1505.3,630.2,322.9
1509.3,629.6,322.6
1513.3,629.9,322.7
1515.3,632.3,323.9
1517.3,629.5,322.5
1521.3,630.3,322.9
1525.3,629.0,322.2
1529.3,630.9,323.2
1533.3,629.3,322.4
1537.3,630.5,323.0
1541.3,630.6,323.1
1543.3,627.8,321.6
1545.3,630.6,323.0
1549.3,630.6,323.0
1553.3,628.8,322.1
1557.3,628.6,322.0
1559.3,624.6,320.0
1561.3,632.8,324.2
1565.3,627.4,321.4
1569.3,631.0,323.2
1571.3,628.3,321.9
1573.3,633.0,324.3
1577.3,626.5,321.0
1581.3,629.0,322.2
1585.3,627.0,321.2
1589.3,628.4,321.9
1593.3,626.8,321.1
1597.3,625.4,320.4
1601.3,630.0,322.7
1603.3,633.5,324.5
1605.3,628.2,321.8
1609.3,629.3,322.4
1613.3,629.5,322.5
1615.3,630.9,323.2
1619.3,629.9,322.7
1621.3,633.7,324.7
1625.3,628.1,321.8
1629.3,626.4,320.9
1633.3,630.5,323.0
1637.3,629.0,322.2
1641.3,631.4,323.5
1643.3,631.3,323.4
1647.3,625.8,320.6
1649.3,630.1,322.8
1653.3,624.8,320.1
1655.3,630.3,322.9
1657.3,630.0,322.7
1661.3,631.3,323.4
1665.3,627.4,321.4
1669.3,633.8,324.7
1673.3,628.0,321.7
1677.3,632.9,324.2
1681.3,631.0,323.3
1685.3,630.8,323.2
1689.3,630.7,323.1
1693.3,631.2,323.4
1697.3,629.4,322.5
1701.3,630.5,323.0
1705.3,628.7,322.1
1709.3,628.8,322.1
1713.3,626.6,321.0
1717.3,630.1,322.8
1721.3,629.9,322.7
1725.3,630.0,322.7
1729.3,630.3,322.9
1733.3,629.9,322.7
1737.3,630.4,323.0
1741.3,630.2,322.8
1745.3,630.1,322.8
1749.3,628.7,322.1
1753.3,630.7,323.1
1755.3,624.1,319.7
1759.3,631.4,323.5
1761.3,626.0,320.7
1765.3,626.7,321.1
1769.3,630.3,322.9
1773.3,624.5,319.9
1777.3,631.2,323.4
1781.3,631.4,323.4
1785.3,631.1,323.3
1789.3,632.7,324.1
1793.3,629.1,322.3
1797.3,632.6,324.1
1801.3,630.1,322.8
1805.3,632.3,323.9
1809.3,630.7,323.1
1813.3,629.4,322.4
1817.3,631.2,323.3
1821.3,628.6,322.0
1825.3,630.1,322.8
1829.3,627.6,321.5
1833.3,631.6,323.6
1837.3,631.0,323.3
1841.3,627.5,321.5
1845.3,630.7,323.1
1849.3,630.5,323.0
1851.3,627.7,321.6
1853.3,629.7,322.6
1857.3,627.6,321.5
1861.3,629.0,322.2
1865.3,632.0,323.8
1869.3,628.7,322.1
1873.3,629.4,322.5
1877.3,628.8,322.1
1881.3,630.1,322.8
1883.3,629.1,322.3
1887.3,628.0,321.7
1889.3,631.2,323.4
1893.3,624.7,320.0
1897.3,630.7,323.1
1901.3,624.9,320.1
1905.3,627.4,321.4
1909.3,629.4,322.4
1913.3,631.3,323.4
1917.3,629.5,322.5
1921.3,630.5,323.0
1925.3,626.8,321.1
1929.3,632.4,324.0
1933.3,628.7,322.1
1937.3,629.5,322.5
1941.3,624.5,319.9
1943.3,625.3,320.4
1947.3,631.7,323.6
1949.3,625.2,320.3
1953.3,627.2,321.3
1957.3,631.2,323.4
1961.3,630.3,322.9
1965.3,629.6,322.5
1969.3,630.2,322.8
1973.3,628.8,322.1
1977.3,628.3,321.9
1981.3,629.0,322.2
1985.3,630.2,322.9
1989.3,627.5,321.5
1993.3,626.6,321.0
1997.3,629.7,322.6
2001.3,629.6,322.5
2005.3,630.2,322.8
2009.3,629.7,322.6
2013.3,627.6,321.5
2017.3,631.1,323.3
2019.3,628.0,321.7
2021.3,630.8,323.1
2025.3,631.2,323.4
2029.3,631.4,323.5
2033.3,623.6,319.5
2037.3,631.4,323.4
2041.3,628.4,321.9
2045.3,631.0,323.3
2049.3,629.9,322.7
2053.3,627.8,321.6
2057.3,631.8,323.7
2061.3,628.9,322.2
2065.3,630.7,323.1
2069.3,627.1,321.3
2073.3,626.9,321.2
2077.3,630.0,322.7
2081.3,631.3,323.4
2083.3,629.0,322.2
2087.3,630.4,322.9
2089.3,629.2,322.3
2093.3,626.5,321.0
2097.3,627.3,321.4
2101.3,627.8,321.6
2105.3,631.4,323.5
2109.3,627.8,321.6
2113.3,629.5,322.5
2117.3,628.0,321.7
2121.3,627.9,321.7
2125.3,630.3,322.9
2129.3,624.4,319.9
2133.3,627.8,321.6
2137.3,629.4,322.5
2141.3,630.9,323.2
2145.3,631.0,323.3
2147.3,630.2,322.8
2151.3,631.2,323.4
2153.3,629.6,322.5
2155.3,630.4,322.9
2157.3,634.5,325.1
2161.3,630.0,322.7
2165.3,631.0,323.3
2167.3,628.5,322.0
2169.3,628.7,322.1
2173.3,631.0,323.3
2177.3,631.5,323.5
2181.3,630.8,323.2
2185.3,631.5,323.5
2189.3,631.1,323.3
2193.3,625.1,320.2
2195.3,632.5,324.0
2197.3,629.8,322.7
2201.3,631.1,323.3
2203.3,627.1,321.2
2205.3,631.7,323.6
2209.3,630.8,323.2
2213.3,625.7,320.6
2217.3,632.7,324.1
2221.3,628.4,321.9
2225.3,628.8,322.1
2229.3,632.8,324.2
2233.3,629.1,322.3
2235.3,621.8,318.6
2239.3,624.1,319.7
2241.3,632.6,324.1
2245.3,628.9,322.2
2249.3,620.5,317.9
2253.3,620.4,317.8
2257.3,627.5,321.5
2261.3,627.9,321.7
2265.3,628.3,321.9
2267.3,627.9,321.7
2271.3,627.0,321.2
2273.3,630.3,322.9
2277.3,629.7,322.6
2281.3,630.2,322.9
2285.3,631.5,323.5
2289.3,626.5,321.0
2293.3,630.7,323.1
2295.3,630.4,323.0
2297.3,627.2,321.3
2301.3,628.2,321.8
2305.3,631.9,323.7
2309.3,631.2,323.4
2313.3,628.1,321.8
2317.3,628.3,321.9
2319.3,632.4,324.0
2321.3,629.8,322.6
2325.3,629.6,322.6
2329.3,628.4,321.9
2331.3,632.4,324.0
2333.3,630.0,322.7
2337.3,630.0,322.7
2341.3,628.9,322.2
2345.3,630.9,323.2
2349.3,630.2,322.8
2353.3,630.4,322.9
2355.3,624.6,320.0
2357.3,631.8,323.7
2361.3,630.3,322.9
2365.3,628.7,322.1
2369.3,631.4,323.5
2373.3,629.0,322.3
2377.3,632.3,323.9
