elapsed_s,kbps,pps
3.2,0.0,0.0
7.2,0.0,0.0
9.2,0.0,0.0
13.2,0.0,0.0
17.2,0.0,0.0
19.2,0.0,0.0
23.2,0.0,0.0
25.2,0.0,0.0
27.2,0.0,0.0
31.2,0.0,0.0
33.2,0.0,0.0
35.2,0.0,0.0
39.2,0.0,0.0
43.2,0.0,0.0
47.2,0.0,0.0
51.2,0.0,0.0
53.2,0.0,0.0
57.2,0.0,0.0
61.2,0.0,0.0
65.2,0.0,0.0
69.2,0.0,0.0
73.2,0.0,0.0
75.2,0.0,0.0
77.2,0.0,0.0
81.2,0.0,0.0
83.2,0.0,0.0
87.2,1.5,0.8
89.2,0.0,0.0
93.2,0.0,0.0
97.2,0.0,0.0
101.2,0.0,0.0
105.2,0.0,0.0
109.2,0.0,0.0
113.2,0.0,0.0
117.2,0.0,0.0
121.2,0.0,0.0
125.2,0.0,0.0
129.2,0.0,0.0
133.2,0.0,0.0
137.2,0.0,0.0
141.2,0.0,0.0
145.2,0.0,0.0
149.2,0.0,0.0
153.2,0.0,0.0
157.2,0.0,0.0
161.2,0.0,0.0
165.2,0.0,0.0
169.2,0.0,0.0
173.2,0.0,0.0
177.2,0.0,0.0
181.2,0.0,0.0
185.2,0.0,0.0
189.2,0.0,0.0
193.2,0.0,0.0
197.2,0.0,0.0
201.2,0.0,0.0
203.2,0.0,0.0
205.2,0.0,0.0
209.2,0.0,0.0
213.2,0.0,0.0
217.2,0.0,0.0
221.2,0.0,0.0
225.2,0.0,0.0
229.2,0.0,0.0
231.3,0.0,0.0
235.2,0.0,0.0
239.2,0.0,0.0
243.2,0.0,0.0
245.2,0.0,0.0
247.2,0.0,0.0
251.2,0.0,0.0
253.2,0.0,0.0
257.2,0.0,0.0
259.2,0.0,0.0
263.2,0.0,0.0
265.2,0.0,0.0
269.2,0.0,0.0
273.2,0.0,0.0
277.2,0.0,0.0
281.2,0.0,0.0
285.2,0.0,0.0
289.2,0.0,0.0
293.2,0.0,0.0
297.2,0.0,0.0
299.2,0.0,0.0
301.2,0.0,0.0
305.2,0.0,0.0
309.2,0.0,0.0
313.2,0.0,0.0
317.2,0.0,0.0
321.2,0.0,0.0
325.2,0.0,0.0
329.2,0.0,0.0
333.2,0.0,0.0
337.2,0.0,0.0
341.2,0.0,0.0
345.2,0.0,0.0
349.2,0.0,0.0
351.2,0.0,0.0
355.2,0.0,0.0
357.2,0.0,0.0
361.2,0.0,0.0
365.2,0.0,0.0
369.2,0.0,0.0
